5.833333333	E	1
5.833333333	E	0
6.416666667	N	1
7	E	0
7.583333333	E	1
8.166666667	N	0
8.75	E	1
8.75	E	0
9.333333333	N	1
10.5	E	0
11.66666667	E	1
11.66666667	E	0
12.25	H	1
12.83333333	E	0
13.41666667	E	1
14	N	0
14.58333333	E	1
14.58333333	E	0
15.16666667	N	1
16.33333333	E	0
17.5	E	1
17.79166667	E	1
18.08333333	E	1
18.66666667	H	0
19.25	N	0
19.83333333	E	1
20.41666667	E	0
21	N	0
21.58333333	E	1
22.16666667	E	0
22.75	N	1
23.33333333	E	1
23.91666667	E	0
24.5	N	1
25.08333333	N	0
25.66666667	E	0
26.25	E	0
26.83333333	E	1
27.41666667	H	0
28	E	1
28.29166667	E	0
29.16666667	E	0
29.45833333	E	0
30.04166667	E	1
30.04166667	E	0
32.08333333	E	1
32.08333333	E	0
32.66666667	N	0
33.25	E	0
33.83333333	E	1
34.41666667	N	1
35	E	1
35	E	0
35.58333333	N	1
36.75	E	1
37.91666667	E	0
37.91666667	E	1
38.5	H	1
39.08333333	E	0
39.66666667	E	1
40.25	N	0
40.83333333	E	0
40.83333333	E	1
41.41666667	N	0
42.58333333	E	1
43.75	E	0
44.04166667	E	1
44.33333333	E	1
44.91666667	H	0
45.5	N	0
46.08333333	E	1
46.66666667	E	0
47.25	N	1
47.83333333	E	0
48.41666667	E	0
49	N	1
49.58333333	E	1
50.16666667	E	0
50.75	N	0
51.33333333	N	1
51.91666667	E	0
53.08333333	E	1
53.08333333	E	0
53.66666667	N	1
54.25	E	0
54.83333333	E	1
55.41666667	N	0
56	E	1
56	E	0
56.58333333	N	1
57.75	E	0
58.91666667	E	1
58.91666667	E	0
59.5	H	1
60.08333333	E	0
60.66666667	E	1
61.25	N	0
61.83333333	E	1
61.83333333	E	0
62.41666667	N	1
63.58333333	E	0
64.75	E	1
65.04166667	E	1
65.33333333	E	1
65.91666667	H	0
66.5	N	0
67.08333333	E	1
67.66666667	E	0
68.25	N	0
68.83333333	E	1
69.41666667	E	0
70	N	1
70.58333333	E	1
71.16666667	E	0
71.75	N	1
72.33333333	N	0
72.91666667	E	0
73.5	E	0
74.08333333	E	1
74.66666667	H	0
75.25	E	1
75.54166667	E	0
76.41666667	E	0
76.70833333	E	0
77.29166667	E	1
77.29166667	E	0
79.33333333	E	1
79.33333333	E	0
79.91666667	N	0
80.5	E	0
81.08333333	E	1
81.66666667	N	1
82.25	E	1
82.25	E	0
82.83333333	N	1
84	E	1
85.16666667	E	0
85.16666667	E	1
85.75	H	1
86.33333333	E	0
86.91666667	E	1
87.5	N	0
88.08333333	E	0
88.08333333	E	1
88.66666667	N	0
89.83333333	E	1
91	E	0
91.29166667	E	1
91.58333333	E	1
92.16666667	H	0
92.75	N	0
93.33333333	E	1

